C:\Data\IMG\center_2020_01_20_14_09_09_597.jpg, C:\Data\IMG\left_2020_01_20_14_09_09_597.jpg, C:\Data\IMG\right_2020_01_20_14_09_09_597.jpg, 0, 1, 0, 18.76712
C:\Data\IMG\center_2020_01_20_14_09_09_697.jpg, C:\Data\IMG\left_2020_01_20_14_09_09_697.jpg, C:\Data\IMG\right_2020_01_20_14_09_09_697.jpg, 0, 1, 0, 19.77596
C:\Data\IMG\center_2020_01_20_14_09_09_797.jpg, C:\Data\IMG\left_2020_01_20_14_09_09_797.jpg, C:\Data\IMG\right_2020_01_20_14_09_09_797.jpg, 0, 1, 0, 20.79539
C:\Data\IMG\center_2020_01_20_14_09_09_953.jpg, C:\Data\IMG\left_2020_01_20_14_09_09_953.jpg, C:\Data\IMG\right_2020_01_20_14_09_09_953.jpg, 0, 1, 0, 22.19037
C:\Data\IMG\center_2020_01_20_14_09_10_056.jpg, C:\Data\IMG\left_2020_01_20_14_09_10_056.jpg, C:\Data\IMG\right_2020_01_20_14_09_10_056.jpg, -0.2588571, 1, 0, 23.13906
C:\Data\IMG\center_2020_01_20_14_09_10_157.jpg, C:\Data\IMG\left_2020_01_20_14_09_10_157.jpg, C:\Data\IMG\right_2020_01_20_14_09_10_157.jpg, -0.5875727, 1, 0, 24.08239
C:\Data\IMG\center_2020_01_20_14_09_10_260.jpg, C:\Data\IMG\left_2020_01_20_14_09_10_260.jpg, C:\Data\IMG\right_2020_01_20_14_09_10_260.jpg, -0.2814287, 1, 0, 25.02464
C:\Data\IMG\center_2020_01_20_14_09_10_360.jpg, C:\Data\IMG\left_2020_01_20_14_09_10_360.jpg, C:\Data\IMG\right_2020_01_20_14_09_10_360.jpg, 0, 1, 0, 25.97817
C:\Data\IMG\center_2020_01_20_14_09_10_464.jpg, C:\Data\IMG\left_2020_01_20_14_09_10_464.jpg, C:\Data\IMG\right_2020_01_20_14_09_10_464.jpg, 0, 1, 0, 26.91143
C:\Data\IMG\center_2020_01_20_14_09_10_564.jpg, C:\Data\IMG\left_2020_01_20_14_09_10_564.jpg, C:\Data\IMG\right_2020_01_20_14_09_10_564.jpg, -0.0872238, 1, 0, 27.8476
C:\Data\IMG\center_2020_01_20_14_09_10_711.jpg, C:\Data\IMG\left_2020_01_20_14_09_10_711.jpg, C:\Data\IMG\right_2020_01_20_14_09_10_711.jpg, 0, 1, 0, 29.14177
C:\Data\IMG\center_2020_01_20_14_09_10_808.jpg, C:\Data\IMG\left_2020_01_20_14_09_10_808.jpg, C:\Data\IMG\right_2020_01_20_14_09_10_808.jpg, 0, 1, 0, 30.05626
C:\Data\IMG\center_2020_01_20_14_09_10_910.jpg, C:\Data\IMG\left_2020_01_20_14_09_10_910.jpg, C:\Data\IMG\right_2020_01_20_14_09_10_910.jpg, 0, 1, 0, 30.18948
C:\Data\IMG\center_2020_01_20_14_09_11_015.jpg, C:\Data\IMG\left_2020_01_20_14_09_11_015.jpg, C:\Data\IMG\right_2020_01_20_14_09_11_015.jpg, 0, 1, 0, 30.18979
C:\Data\IMG\center_2020_01_20_14_09_11_120.jpg, C:\Data\IMG\left_2020_01_20_14_09_11_120.jpg, C:\Data\IMG\right_2020_01_20_14_09_11_120.jpg, -0.3119352, 1, 0, 30.17444
C:\Data\IMG\center_2020_01_20_14_09_11_220.jpg, C:\Data\IMG\left_2020_01_20_14_09_11_220.jpg, C:\Data\IMG\right_2020_01_20_14_09_11_220.jpg, -0.6152655, 1, 0, 30.13341
C:\Data\IMG\center_2020_01_20_14_09_11_356.jpg, C:\Data\IMG\left_2020_01_20_14_09_11_356.jpg, C:\Data\IMG\right_2020_01_20_14_09_11_356.jpg, -1, 1, 0, 30.08727
C:\Data\IMG\center_2020_01_20_14_09_11_472.jpg, C:\Data\IMG\left_2020_01_20_14_09_11_472.jpg, C:\Data\IMG\right_2020_01_20_14_09_11_472.jpg, -0.6475183, 1, 0, 30.18698
C:\Data\IMG\center_2020_01_20_14_09_11_584.jpg, C:\Data\IMG\left_2020_01_20_14_09_11_584.jpg, C:\Data\IMG\right_2020_01_20_14_09_11_584.jpg, -0.3219016, 1, 0, 30.20061
C:\Data\IMG\center_2020_01_20_14_09_11_683.jpg, C:\Data\IMG\left_2020_01_20_14_09_11_683.jpg, C:\Data\IMG\right_2020_01_20_14_09_11_683.jpg, -0.03656016, 1, 0, 30.18887
C:\Data\IMG\center_2020_01_20_14_09_11_783.jpg, C:\Data\IMG\left_2020_01_20_14_09_11_783.jpg, C:\Data\IMG\right_2020_01_20_14_09_11_783.jpg, 0, 1, 0, 30.19159
C:\Data\IMG\center_2020_01_20_14_09_11_889.jpg, C:\Data\IMG\left_2020_01_20_14_09_11_889.jpg, C:\Data\IMG\right_2020_01_20_14_09_11_889.jpg, 0, 1, 0, 30.18975
C:\Data\IMG\center_2020_01_20_14_09_11_992.jpg, C:\Data\IMG\left_2020_01_20_14_09_11_992.jpg, C:\Data\IMG\right_2020_01_20_14_09_11_992.jpg, 0.09752101, 1, 0, 30.18718
C:\Data\IMG\center_2020_01_20_14_09_12_097.jpg, C:\Data\IMG\left_2020_01_20_14_09_12_097.jpg, C:\Data\IMG\right_2020_01_20_14_09_12_097.jpg, 0.4514691, 1, 0, 30.15089
C:\Data\IMG\center_2020_01_20_14_09_12_202.jpg, C:\Data\IMG\left_2020_01_20_14_09_12_202.jpg, C:\Data\IMG\right_2020_01_20_14_09_12_202.jpg, 0.4255095, 1, 0, 30.17678
C:\Data\IMG\center_2020_01_20_14_09_12_302.jpg, C:\Data\IMG\left_2020_01_20_14_09_12_302.jpg, C:\Data\IMG\right_2020_01_20_14_09_12_302.jpg, 0.1233882, 1, 0, 30.19249
C:\Data\IMG\center_2020_01_20_14_09_12_413.jpg, C:\Data\IMG\left_2020_01_20_14_09_12_413.jpg, C:\Data\IMG\right_2020_01_20_14_09_12_413.jpg, 0, 1, 0, 30.18993
C:\Data\IMG\center_2020_01_20_14_09_12_523.jpg, C:\Data\IMG\left_2020_01_20_14_09_12_523.jpg, C:\Data\IMG\right_2020_01_20_14_09_12_523.jpg, -0.3305058, 1, 0, 30.16395
C:\Data\IMG\center_2020_01_20_14_09_12_628.jpg, C:\Data\IMG\left_2020_01_20_14_09_12_628.jpg, C:\Data\IMG\right_2020_01_20_14_09_12_628.jpg, -0.6191522, 1, 0, 30.12616
C:\Data\IMG\center_2020_01_20_14_09_12_737.jpg, C:\Data\IMG\left_2020_01_20_14_09_12_737.jpg, C:\Data\IMG\right_2020_01_20_14_09_12_737.jpg, -0.3215712, 1, 0, 30.1914
C:\Data\IMG\center_2020_01_20_14_09_12_843.jpg, C:\Data\IMG\left_2020_01_20_14_09_12_843.jpg, C:\Data\IMG\right_2020_01_20_14_09_12_843.jpg, -0.02264697, 1, 0, 30.18628
C:\Data\IMG\center_2020_01_20_14_09_12_946.jpg, C:\Data\IMG\left_2020_01_20_14_09_12_946.jpg, C:\Data\IMG\right_2020_01_20_14_09_12_946.jpg, 0, 1, 0, 30.18864
C:\Data\IMG\center_2020_01_20_14_09_13_050.jpg, C:\Data\IMG\left_2020_01_20_14_09_13_050.jpg, C:\Data\IMG\right_2020_01_20_14_09_13_050.jpg, 0, 1, 0, 30.18939
C:\Data\IMG\center_2020_01_20_14_09_13_157.jpg, C:\Data\IMG\left_2020_01_20_14_09_13_157.jpg, C:\Data\IMG\right_2020_01_20_14_09_13_157.jpg, 0, 1, 0, 30.18713
C:\Data\IMG\center_2020_01_20_14_09_13_263.jpg, C:\Data\IMG\left_2020_01_20_14_09_13_263.jpg, C:\Data\IMG\right_2020_01_20_14_09_13_263.jpg, 0.0613512, 1, 0, 30.18906
C:\Data\IMG\center_2020_01_20_14_09_13_368.jpg, C:\Data\IMG\left_2020_01_20_14_09_13_368.jpg, C:\Data\IMG\right_2020_01_20_14_09_13_368.jpg, 0.351423, 1, 0, 30.16339
C:\Data\IMG\center_2020_01_20_14_09_13_470.jpg, C:\Data\IMG\left_2020_01_20_14_09_13_470.jpg, C:\Data\IMG\right_2020_01_20_14_09_13_470.jpg, 0.1111116, 1, 0, 30.19168
C:\Data\IMG\center_2020_01_20_14_09_13_578.jpg, C:\Data\IMG\left_2020_01_20_14_09_13_578.jpg, C:\Data\IMG\right_2020_01_20_14_09_13_578.jpg, 0, 1, 0, 30.18953
C:\Data\IMG\center_2020_01_20_14_09_13_679.jpg, C:\Data\IMG\left_2020_01_20_14_09_13_679.jpg, C:\Data\IMG\right_2020_01_20_14_09_13_679.jpg, 0, 1, 0, 30.19003
C:\Data\IMG\center_2020_01_20_14_09_13_785.jpg, C:\Data\IMG\left_2020_01_20_14_09_13_785.jpg, C:\Data\IMG\right_2020_01_20_14_09_13_785.jpg, 0, 1, 0, 30.19018
C:\Data\IMG\center_2020_01_20_14_09_13_889.jpg, C:\Data\IMG\left_2020_01_20_14_09_13_889.jpg, C:\Data\IMG\right_2020_01_20_14_09_13_889.jpg, 0, 1, 0, 30.19024
C:\Data\IMG\center_2020_01_20_14_09_13_992.jpg, C:\Data\IMG\left_2020_01_20_14_09_13_992.jpg, C:\Data\IMG\right_2020_01_20_14_09_13_992.jpg, 0, 1, 0, 30.1902
C:\Data\IMG\center_2020_01_20_14_09_14_102.jpg, C:\Data\IMG\left_2020_01_20_14_09_14_102.jpg, C:\Data\IMG\right_2020_01_20_14_09_14_102.jpg, 0, 1, 0, 30.19201
C:\Data\IMG\center_2020_01_20_14_09_14_198.jpg, C:\Data\IMG\left_2020_01_20_14_09_14_198.jpg, C:\Data\IMG\right_2020_01_20_14_09_14_198.jpg, 0, 1, 0, 30.19117
C:\Data\IMG\center_2020_01_20_14_09_14_299.jpg, C:\Data\IMG\left_2020_01_20_14_09_14_299.jpg, C:\Data\IMG\right_2020_01_20_14_09_14_299.jpg, 0, 1, 0, 30.19294
C:\Data\IMG\center_2020_01_20_14_09_14_416.jpg, C:\Data\IMG\left_2020_01_20_14_09_14_416.jpg, C:\Data\IMG\right_2020_01_20_14_09_14_416.jpg, 0, 1, 0, 30.19032
C:\Data\IMG\center_2020_01_20_14_09_14_515.jpg, C:\Data\IMG\left_2020_01_20_14_09_14_515.jpg, C:\Data\IMG\right_2020_01_20_14_09_14_515.jpg, 0, 1, 0, 30.19078
C:\Data\IMG\center_2020_01_20_14_09_14_622.jpg, C:\Data\IMG\left_2020_01_20_14_09_14_622.jpg, C:\Data\IMG\right_2020_01_20_14_09_14_622.jpg, 0, 1, 0, 30.18966
C:\Data\IMG\center_2020_01_20_14_09_14_727.jpg, C:\Data\IMG\left_2020_01_20_14_09_14_727.jpg, C:\Data\IMG\right_2020_01_20_14_09_14_727.jpg, 0, 1, 0, 30.19065
C:\Data\IMG\center_2020_01_20_14_09_14_831.jpg, C:\Data\IMG\left_2020_01_20_14_09_14_831.jpg, C:\Data\IMG\right_2020_01_20_14_09_14_831.jpg, -0.0963057, 1, 0, 30.18834
C:\Data\IMG\center_2020_01_20_14_09_14_934.jpg, C:\Data\IMG\left_2020_01_20_14_09_14_934.jpg, C:\Data\IMG\right_2020_01_20_14_09_14_934.jpg, -0.3832323, 1, 0, 30.15829
C:\Data\IMG\center_2020_01_20_14_09_15_043.jpg, C:\Data\IMG\left_2020_01_20_14_09_15_043.jpg, C:\Data\IMG\right_2020_01_20_14_09_15_043.jpg, -0.4260873, 1, 0, 30.17781
C:\Data\IMG\center_2020_01_20_14_09_15_151.jpg, C:\Data\IMG\left_2020_01_20_14_09_15_151.jpg, C:\Data\IMG\right_2020_01_20_14_09_15_151.jpg, -0.1323498, 1, 0, 30.19107
C:\Data\IMG\center_2020_01_20_14_09_15_252.jpg, C:\Data\IMG\left_2020_01_20_14_09_15_252.jpg, C:\Data\IMG\right_2020_01_20_14_09_15_252.jpg, 0, 1, 0, 30.18915
C:\Data\IMG\center_2020_01_20_14_09_15_359.jpg, C:\Data\IMG\left_2020_01_20_14_09_15_359.jpg, C:\Data\IMG\right_2020_01_20_14_09_15_359.jpg, 0, 1, 0, 30.19026
C:\Data\IMG\center_2020_01_20_14_09_15_467.jpg, C:\Data\IMG\left_2020_01_20_14_09_15_467.jpg, C:\Data\IMG\right_2020_01_20_14_09_15_467.jpg, 0, 1, 0, 30.19031
C:\Data\IMG\center_2020_01_20_14_09_15_569.jpg, C:\Data\IMG\left_2020_01_20_14_09_15_569.jpg, C:\Data\IMG\right_2020_01_20_14_09_15_569.jpg, 0, 1, 0, 30.19032
C:\Data\IMG\center_2020_01_20_14_09_15_670.jpg, C:\Data\IMG\left_2020_01_20_14_09_15_670.jpg, C:\Data\IMG\right_2020_01_20_14_09_15_670.jpg, 0, 1, 0, 30.19025
C:\Data\IMG\center_2020_01_20_14_09_15_780.jpg, C:\Data\IMG\left_2020_01_20_14_09_15_780.jpg, C:\Data\IMG\right_2020_01_20_14_09_15_780.jpg, -0.320181, 1, 0, 30.17365
C:\Data\IMG\center_2020_01_20_14_09_15_884.jpg, C:\Data\IMG\left_2020_01_20_14_09_15_884.jpg, C:\Data\IMG\right_2020_01_20_14_09_15_884.jpg, -0.02179198, 1, 0, 30.18888
C:\Data\IMG\center_2020_01_20_14_09_15_986.jpg, C:\Data\IMG\left_2020_01_20_14_09_15_986.jpg, C:\Data\IMG\right_2020_01_20_14_09_15_986.jpg, 0, 1, 0, 30.19008
C:\Data\IMG\center_2020_01_20_14_09_16_087.jpg, C:\Data\IMG\left_2020_01_20_14_09_16_087.jpg, C:\Data\IMG\right_2020_01_20_14_09_16_087.jpg, 0, 1, 0, 30.18904
C:\Data\IMG\center_2020_01_20_14_09_16_190.jpg, C:\Data\IMG\left_2020_01_20_14_09_16_190.jpg, C:\Data\IMG\right_2020_01_20_14_09_16_190.jpg, 0, 1, 0, 30.19059
C:\Data\IMG\center_2020_01_20_14_09_16_296.jpg, C:\Data\IMG\left_2020_01_20_14_09_16_296.jpg, C:\Data\IMG\right_2020_01_20_14_09_16_296.jpg, 0, 1, 0, 30.19036
C:\Data\IMG\center_2020_01_20_14_09_16_404.jpg, C:\Data\IMG\left_2020_01_20_14_09_16_404.jpg, C:\Data\IMG\right_2020_01_20_14_09_16_404.jpg, 0, 1, 0, 30.19036
C:\Data\IMG\center_2020_01_20_14_09_16_505.jpg, C:\Data\IMG\left_2020_01_20_14_09_16_505.jpg, C:\Data\IMG\right_2020_01_20_14_09_16_505.jpg, 0, 1, 0, 30.19032
C:\Data\IMG\center_2020_01_20_14_09_16_609.jpg, C:\Data\IMG\left_2020_01_20_14_09_16_609.jpg, C:\Data\IMG\right_2020_01_20_14_09_16_609.jpg, 0, 1, 0, 30.19039
C:\Data\IMG\center_2020_01_20_14_09_16_713.jpg, C:\Data\IMG\left_2020_01_20_14_09_16_713.jpg, C:\Data\IMG\right_2020_01_20_14_09_16_713.jpg, 0, 1, 0, 30.19033
C:\Data\IMG\center_2020_01_20_14_09_16_814.jpg, C:\Data\IMG\left_2020_01_20_14_09_16_814.jpg, C:\Data\IMG\right_2020_01_20_14_09_16_814.jpg, -0.2552925, 1, 0, 30.1756
C:\Data\IMG\center_2020_01_20_14_09_16_918.jpg, C:\Data\IMG\left_2020_01_20_14_09_16_918.jpg, C:\Data\IMG\right_2020_01_20_14_09_16_918.jpg, 0, 1, 0, 30.19053
C:\Data\IMG\center_2020_01_20_14_09_17_025.jpg, C:\Data\IMG\left_2020_01_20_14_09_17_025.jpg, C:\Data\IMG\right_2020_01_20_14_09_17_025.jpg, 0, 1, 0, 30.19035
C:\Data\IMG\center_2020_01_20_14_09_17_126.jpg, C:\Data\IMG\left_2020_01_20_14_09_17_126.jpg, C:\Data\IMG\right_2020_01_20_14_09_17_126.jpg, 0, 1, 0, 30.19118
C:\Data\IMG\center_2020_01_20_14_09_17_226.jpg, C:\Data\IMG\left_2020_01_20_14_09_17_226.jpg, C:\Data\IMG\right_2020_01_20_14_09_17_226.jpg, 0, 1, 0, 30.19033
C:\Data\IMG\center_2020_01_20_14_09_17_329.jpg, C:\Data\IMG\left_2020_01_20_14_09_17_329.jpg, C:\Data\IMG\right_2020_01_20_14_09_17_329.jpg, 0, 1, 0, 30.19039
C:\Data\IMG\center_2020_01_20_14_09_17_433.jpg, C:\Data\IMG\left_2020_01_20_14_09_17_433.jpg, C:\Data\IMG\right_2020_01_20_14_09_17_433.jpg, -0.266193, 1, 0, 30.17436
C:\Data\IMG\center_2020_01_20_14_09_17_535.jpg, C:\Data\IMG\left_2020_01_20_14_09_17_535.jpg, C:\Data\IMG\right_2020_01_20_14_09_17_535.jpg, -0.5683788, 1, 0, 30.13748
C:\Data\IMG\center_2020_01_20_14_09_17_644.jpg, C:\Data\IMG\left_2020_01_20_14_09_17_644.jpg, C:\Data\IMG\right_2020_01_20_14_09_17_644.jpg, -0.1960248, 1, 0, 30.19417
C:\Data\IMG\center_2020_01_20_14_09_17_751.jpg, C:\Data\IMG\left_2020_01_20_14_09_17_751.jpg, C:\Data\IMG\right_2020_01_20_14_09_17_751.jpg, 0, 1, 0, 30.18901
C:\Data\IMG\center_2020_01_20_14_09_17_854.jpg, C:\Data\IMG\left_2020_01_20_14_09_17_854.jpg, C:\Data\IMG\right_2020_01_20_14_09_17_854.jpg, 0, 1, 0, 30.18939
C:\Data\IMG\center_2020_01_20_14_09_17_954.jpg, C:\Data\IMG\left_2020_01_20_14_09_17_954.jpg, C:\Data\IMG\right_2020_01_20_14_09_17_954.jpg, 0, 1, 0, 30.19134
C:\Data\IMG\center_2020_01_20_14_09_18_055.jpg, C:\Data\IMG\left_2020_01_20_14_09_18_055.jpg, C:\Data\IMG\right_2020_01_20_14_09_18_055.jpg, 0, 1, 0, 30.18992
C:\Data\IMG\center_2020_01_20_14_09_18_157.jpg, C:\Data\IMG\left_2020_01_20_14_09_18_157.jpg, C:\Data\IMG\right_2020_01_20_14_09_18_157.jpg, 0, 1, 0, 30.19052
C:\Data\IMG\center_2020_01_20_14_09_18_261.jpg, C:\Data\IMG\left_2020_01_20_14_09_18_261.jpg, C:\Data\IMG\right_2020_01_20_14_09_18_261.jpg, 0, 1, 0, 30.19025
C:\Data\IMG\center_2020_01_20_14_09_18_362.jpg, C:\Data\IMG\left_2020_01_20_14_09_18_362.jpg, C:\Data\IMG\right_2020_01_20_14_09_18_362.jpg, 0, 1, 0, 30.19018
C:\Data\IMG\center_2020_01_20_14_09_18_462.jpg, C:\Data\IMG\left_2020_01_20_14_09_18_462.jpg, C:\Data\IMG\right_2020_01_20_14_09_18_462.jpg, 0, 1, 0, 30.19018
C:\Data\IMG\center_2020_01_20_14_09_18_563.jpg, C:\Data\IMG\left_2020_01_20_14_09_18_563.jpg, C:\Data\IMG\right_2020_01_20_14_09_18_563.jpg, 0, 1, 0, 30.1902
C:\Data\IMG\center_2020_01_20_14_09_18_667.jpg, C:\Data\IMG\left_2020_01_20_14_09_18_667.jpg, C:\Data\IMG\right_2020_01_20_14_09_18_667.jpg, 0, 1, 0, 30.19022
C:\Data\IMG\center_2020_01_20_14_09_18_772.jpg, C:\Data\IMG\left_2020_01_20_14_09_18_772.jpg, C:\Data\IMG\right_2020_01_20_14_09_18_772.jpg, 0, 1, 0, 30.19021
C:\Data\IMG\center_2020_01_20_14_09_18_879.jpg, C:\Data\IMG\left_2020_01_20_14_09_18_879.jpg, C:\Data\IMG\right_2020_01_20_14_09_18_879.jpg, 0, 1, 0, 30.1902
C:\Data\IMG\center_2020_01_20_14_09_18_980.jpg, C:\Data\IMG\left_2020_01_20_14_09_18_980.jpg, C:\Data\IMG\right_2020_01_20_14_09_18_980.jpg, 0, 1, 0, 30.19077
C:\Data\IMG\center_2020_01_20_14_09_19_081.jpg, C:\Data\IMG\left_2020_01_20_14_09_19_081.jpg, C:\Data\IMG\right_2020_01_20_14_09_19_081.jpg, 0, 1, 0, 30.1905
C:\Data\IMG\center_2020_01_20_14_09_19_206.jpg, C:\Data\IMG\left_2020_01_20_14_09_19_206.jpg, C:\Data\IMG\right_2020_01_20_14_09_19_206.jpg, 0, 1, 0, 30.19093
C:\Data\IMG\center_2020_01_20_14_09_19_306.jpg, C:\Data\IMG\left_2020_01_20_14_09_19_306.jpg, C:\Data\IMG\right_2020_01_20_14_09_19_306.jpg, 0, 1, 0, 30.19041
C:\Data\IMG\center_2020_01_20_14_09_19_408.jpg, C:\Data\IMG\left_2020_01_20_14_09_19_408.jpg, C:\Data\IMG\right_2020_01_20_14_09_19_408.jpg, 0, 1, 0, 30.19036
C:\Data\IMG\center_2020_01_20_14_09_19_509.jpg, C:\Data\IMG\left_2020_01_20_14_09_19_509.jpg, C:\Data\IMG\right_2020_01_20_14_09_19_509.jpg, 0, 1, 0, 30.19005
C:\Data\IMG\center_2020_01_20_14_09_19_610.jpg, C:\Data\IMG\left_2020_01_20_14_09_19_610.jpg, C:\Data\IMG\right_2020_01_20_14_09_19_610.jpg, 0, 1, 0, 30.19014
C:\Data\IMG\center_2020_01_20_14_09_19_710.jpg, C:\Data\IMG\left_2020_01_20_14_09_19_710.jpg, C:\Data\IMG\right_2020_01_20_14_09_19_710.jpg, -0.0371346, 1, 0, 30.18998
C:\Data\IMG\center_2020_01_20_14_09_19_840.jpg, C:\Data\IMG\left_2020_01_20_14_09_19_840.jpg, C:\Data\IMG\right_2020_01_20_14_09_19_840.jpg, 0, 1, 0, 30.19033
C:\Data\IMG\center_2020_01_20_14_09_19_962.jpg, C:\Data\IMG\left_2020_01_20_14_09_19_962.jpg, C:\Data\IMG\right_2020_01_20_14_09_19_962.jpg, 0, 1, 0, 30.19028
